481
  -1.134181850315E+00   5.002057900505E-01
  -1.137141097294E+00   5.130986121397E-01
  -1.139279395877E+00   5.249576455842E-01
  -1.140610923414E+00   5.358195718231E-01
  -1.141153616959E+00   5.457217130822E-01
  -1.140928514854E+00   5.547017988144E-01
  -1.139959163782E+00   5.627977317596E-01
  -1.138271085265E+00   5.700473621596E-01
  -1.135891303715E+00   5.764882824048E-01
  -1.132847936451E+00   5.821576487714E-01
  -1.129169842087E+00   5.870920308840E-01
  -1.124886320859E+00   5.913272867740E-01
  -1.120026860757E+00   5.948984602190E-01
  -1.114620922811E+00   5.978396976129E-01
  -1.108697760551E+00   6.001841817060E-01
  -1.102286268955E+00   6.019640800897E-01
  -1.095414859052E+00   6.032105065853E-01
  -1.088111354762E+00   6.039534937605E-01
  -1.080402909257E+00   6.042219755507E-01
  -1.072315938067E+00   6.040437781549E-01
  -1.063876066941E+00   6.034456185197E-01
  -1.055108092408E+00   6.024531092243E-01
  -1.046035953365E+00   6.010907688680E-01
  -1.036682712162E+00   5.993820371604E-01
  -1.027070543871E+00   5.973492939835E-01
  -1.017220732548E+00   5.950138817795E-01
  -1.007153673391E+00   5.923961306245E-01
  -9.968888800750E-01   5.895153856406E-01
  -9.864449962094E-01   5.863900360784E-01
  -9.758398101146E-01   5.830375455898E-01
  -9.650902729869E-01   5.794744839059E-01
  -9.542125188716E-01   5.757165587454E-01
  -9.432218867585E-01   5.717786483396E-01
  -9.321329440278E-01   5.676748340237E-01
  -9.209595109766E-01   5.634184327858E-01
  -9.097146860721E-01   5.590220295348E-01
  -8.984108716794E-01   5.544975089664E-01
  -8.870598000240E-01   5.498560868811E-01
  -8.756725591878E-01   5.451083408475E-01
  -8.642596189733E-01   5.402642401212E-01
  -8.528308564921E-01   5.353331747475E-01
  -8.413955813644E-01   5.303239837908E-01
  -8.299625604315E-01   5.252449826505E-01
  -8.185400419225E-01   5.201039894716E-01
  -8.071357789311E-01   5.149083504359E-01
  -7.957570523507E-01   5.096649643583E-01
  -7.844106930387E-01   5.043803061528E-01
  -7.731031030233E-01   4.990604492811E-01
  -7.618402766051E-01   4.937110873131E-01
  -7.506278201050E-01   4.883375545960E-01
  -7.394709707856E-01   4.829448460485E-01
  -7.283746156932E-01   4.775376358808E-01
  -7.173433091974E-01   4.721202956006E-01
  -7.063812899502E-01   4.666969111346E-01
  -6.954924971452E-01   4.612712991267E-01
  -6.846805860428E-01   4.558470224104E-01
  -6.739489428716E-01   4.504274048614E-01
  -6.633006989210E-01   4.450155452165E-01
  -6.527387441547E-01   4.396143305588E-01
  -6.422657400479E-01   4.342264488072E-01
  -6.318841318811E-01   4.288544006994E-01
  -6.215961604233E-01   4.235005111042E-01
  -6.114038730450E-01   4.181669397270E-01
  -6.013091342791E-01   4.128556912335E-01
  -5.913136358538E-01   4.075686248107E-01
  -5.814189062165E-01   4.023074632012E-01
  -5.716263195717E-01   3.970738012402E-01
  -5.619371044504E-01   3.918691138528E-01
  -5.523523518360E-01   3.866947636565E-01
  -5.428730228631E-01   3.815520080769E-01
  -5.334999561148E-01   3.764420060615E-01
  -5.242338745233E-01   3.713658243797E-01
  -5.150753919147E-01   3.663244435606E-01
  -5.060250191979E-01   3.613187634595E-01
  -4.970831702197E-01   3.563496084885E-01
  -4.882501673096E-01   3.514177325229E-01
  -4.795262465208E-01   3.465238235035E-01
  -4.709115625912E-01   3.416685077526E-01
  -4.624061936334E-01   3.368523540071E-01
  -4.540101455727E-01   3.320758772225E-01
  -4.457233563423E-01   3.273395420908E-01
  -4.375456998532E-01   3.226437663756E-01
  -4.294769897471E-01   3.179889240024E-01
  -4.215169829479E-01   3.133753479578E-01
  -4.136653830187E-01   3.088033329978E-01
  -4.059218433411E-01   3.042731381756E-01
  -3.982859701188E-01   2.997849892030E-01
  -3.907573252235E-01   2.953390806526E-01
  -3.833354288855E-01   2.909355780129E-01
  -3.760197622417E-01   2.865746196043E-01
  -3.688097697476E-01   2.822563183645E-01
  -3.617048614598E-01   2.779807635126E-01
  -3.547044151997E-01   2.737480220980E-01
  -3.478077786014E-01   2.695581404425E-01
  -3.410142710522E-01   2.654111454831E-01
  -3.343231855327E-01   2.613070460197E-01
  -3.277337903597E-01   2.572458338764E-01
  -3.212453308395E-01   2.532274849805E-01
  -3.148570308363E-01   2.492519603647E-01
  -3.085680942592E-01   2.453192070990E-01
