481
  -2.930301325771E-01  -7.634027606016E-01  -2.058782174826E-01  -5.827012794361E-01  -7.166835266787E-01
  -2.722849323388E-01  -7.698229526643E-01  -2.209354530992E-01  -5.660986985325E-01  -7.098666725544E-01
  -2.537844547029E-01  -7.740475501597E-01  -2.360723740709E-01  -5.493920768850E-01  -7.029103061851E-01
  -2.374365774343E-01  -7.762256640048E-01  -2.512404416790E-01  -5.326245258830E-01  -6.958290671439E-01
  -2.231410655193E-01  -7.765025941236E-01  -2.663942161798E-01  -5.158355690819E-01  -6.886368721845E-01
  -2.107921423169E-01  -7.750191400095E-01  -2.814914191535E-01  -4.990612910553E-01  -6.813469198716E-01
  -2.002806265270E-01  -7.719110661625E-01  -2.964929434217E-01  -4.823344973371E-01  -6.739716973276E-01
  -1.914956935477E-01  -7.673087200970E-01  -3.113628211010E-01  -4.656848858376E-01  -6.665229947334E-01
  -1.843263215557E-01  -7.613367620093E-01  -3.260681576451E-01  -4.491392224039E-01  -6.590119215031E-01
  -1.786624665088E-01  -7.541139939296E-01  -3.405790406356E-01  -4.327215180255E-01  -6.514489251171E-01
  -1.743960061354E-01  -7.457532726629E-01  -3.548684286184E-01  -4.164532062400E-01  -6.438438127562E-01
  -1.714214874686E-01  -7.363614923231E-01  -3.689120252780E-01  -4.003533183284E-01  -6.362057745434E-01
  -1.696367089687E-01  -7.260396240346E-01  -3.826881438463E-01  -3.844386554805E-01  -6.285434079182E-01
  -1.689431605010E-01  -7.148828031180E-01  -3.961775644992E-01  -3.687239556590E-01  -6.208647437459E-01
  -1.692463458173E-01  -7.029804525752E-01  -4.093633884221E-01  -3.532220546638E-01  -6.131772718199E-01
  -1.704560078948E-01  -6.904164336583E-01  -4.222308922456E-01  -3.379440411622E-01  -6.054879646049E-01
  -1.724862662120E-01  -6.772692280922E-01  -4.347673767344E-01  -3.228994005724E-01  -5.978033058122E-01
  -1.752556894229E-01  -6.636121345822E-01  -4.469620320444E-01  -3.080961647182E-01  -5.901293160245E-01
  -1.786873114575E-01  -6.495134699629E-01  -4.588057895230E-01  -2.935410333278E-01  -5.824715743807E-01
  -1.827085972406E-01  -6.350367917157E-01  -4.702911896784E-01  -2.792395039194E-01  -5.748352474612E-01
  -1.872513784142E-01  -6.202411252221E-01  -4.814122529410E-01  -2.651959901263E-01  -5.672251102204E-01
  -1.922517502089E-01  -6.051811758552E-01  -4.921643542720E-01  -2.514139245167E-01  -5.596455702082E-01
  -1.976499538775E-01  -5.899075639833E-01  -5.025441066385E-01  -2.378958638555E-01  -5.521006887656E-01
  -2.033902363263E-01  -5.744670473818E-01  -5.125492497468E-01  -2.246435813044E-01  -5.445942041872E-01
  -2.094206982235E-01  -5.589027332408E-01  -5.221785456892E-01  -2.116581497019E-01  -5.371295498065E-01
  -2.156931327302E-01  -5.432542971981E-01  -5.314316814744E-01  -1.989400216833E-01  -5.297098748207E-01
  -2.221628583954E-01  -5.275581877374E-01  -5.403091780083E-01  -1.864890998660E-01  -5.223380621848E-01
  -2.287885494591E-01  -5.118478267996E-01  -5.488123057017E-01  -1.743048018494E-01  -5.150167459857E-01
  -2.355320658060E-01  -4.961538017985E-01  -5.569430066663E-01  -1.623861186561E-01  -5.077483272135E-01
  -2.423582810643E-01  -4.805040485911E-01  -5.647038218630E-01  -1.507316668198E-01  -5.005349913601E-01
  -2.492349166150E-01  -4.649240260250E-01  -5.720978256175E-01  -1.393397354300E-01  -4.933787208734E-01
  -2.561323788288E-01  -4.494368855196E-01  -5.791285653343E-01  -1.282083293384E-01  -4.862813090109E-01
  -2.630235969516E-01  -4.340636258680E-01  -5.858000050009E-01  -1.173352057428E-01  -4.792443750331E-01
  -2.698838706185E-01  -4.188232385623E-01  -5.921164748595E-01  -1.067179060791E-01  -4.722693734837E-01
  -2.766907237670E-01  -4.037328573036E-01  -5.980826264843E-01  -9.635378947508E-02  -4.653576064657E-01
  -2.834237590319E-01  -3.888078817307E-01  -6.037033897715E-01  -8.624005538975E-02  -4.585102350202E-01
  -2.900645240393E-01  -3.740621046031E-01  -6.089839355657E-01  -7.637376818270E-02  -4.517282880427E-01
  -2.965963817696E-01  -3.595078299091E-01  -6.139296415928E-01  -6.675187859528E-02  -4.450126722834E-01
  -3.030043887227E-01  -3.451559792574E-01  -6.185460615219E-01  -5.737124112813E-02  -4.383641790186E-01
  -3.092751759957E-01  -3.310161964291E-01  -6.228388967017E-01  -4.822863069443E-02  -4.317834957790E-01
  -3.153968420384E-01  -3.170969418992E-01  -6.268139712106E-01  -3.932075757202E-02  -4.252712094769E-01
  -3.213588453073E-01  -3.034055831111E-01  -6.304772086405E-01  -3.064427980600E-02  -4.188278174218E-01
  -3.271519105689E-01  -2.899484766065E-01  -6.338346127895E-01  -2.219581497807E-02  -4.124537292092E-01
  -3.327679328893E-01  -2.767310506073E-01  -6.368922483200E-01  -1.397195125050E-02  -4.061492776253E-01
  -3.381998904101E-01  -2.637578711832E-01  -6.396562239154E-01  -5.969254328441E-03  -3.999147214811E-01
  -3.434417678335E-01  -2.510327179268E-01  -6.421326795351E-01   1.815721660639E-03  -3.937502503143E-01
  -3.484884739205E-01  -2.385586433362E-01  -6.443277710028E-01   9.386429181063E-03  -3.876559918087E-01
  -3.533357750996E-01  -2.263380302964E-01  -6.462476603496E-01   1.674632119307E-02  -3.816320118629E-01
  -3.579802238995E-01  -2.143726523872E-01  -6.478985037832E-01   2.389884504509E-02  -3.756783254328E-01
  -3.624191014809E-01  -2.026637222692E-01  -6.492864445403E-01   3.084743803820E-02  -3.697948946907E-01
