# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa weight rho drho ddrho zeta r_seitz
500
  9.830308526508E-006  1.966074589941E-005  1.761568445030E+002 -1.074180928714E+003  6.835298009461E+003  1.557746124709E-004  2.572807210286E-001
  3.932200719717E-005  3.932303800261E-005  1.761251680551E+002 -1.073979363828E+003  6.833964609061E+003  1.557734300265E-004  2.572961442471E-001
  8.847741541455E-005  5.898842277178E-005  1.760723844165E+002 -1.073643492119E+003  6.831742756236E+003  1.557714587145E-004  2.573218527454E-001
  1.573003992804E-004  7.865844718600E-005  1.759985092449E+002 -1.073173418211E+003  6.828633172539E+003  1.557686976743E-004  2.573578512262E-001
  2.457963722417E-004  9.833465899987E-005  1.759035644532E+002 -1.072569288521E+003  6.824636867731E+003  1.557651457047E-004  2.574041462756E-001
  3.539722959954E-004  1.180186070023E-004  1.757875782012E+002 -1.071831291198E+003  6.819755139364E+003  1.557608012555E-004  2.574607463658E-001
  4.818366816528E-004  1.377118412759E-004  1.756505848850E+002 -1.070959656056E+003  6.813989572253E+003  1.557556624332E-004  2.575276618580E-001
  6.293995911626E-004  1.574159134560E-004  1.754926251247E+002 -1.069954654477E+003  6.807342037816E+003  1.557497269946E-004  2.576049050068E-001
  7.966726389934E-004  1.771323769912E-004  1.753137457492E+002 -1.068816599307E+003  6.799814693317E+003  1.557429923471E-004  2.576924899644E-001
  9.836689940782E-004  1.968627874036E-004  1.751139997786E+002 -1.067545844737E+003  6.791409980970E+003  1.557354555486E-004  2.577904327861E-001
  1.190403382016E-003  2.166087025496E-004  1.748934464050E+002 -1.066142786159E+003  6.782130626940E+003  1.557271133021E-004  2.578987514366E-001
  1.416892087541E-003  2.363716828821E-004  1.746521509706E+002 -1.064607860011E+003  6.771979640225E+003  1.557179619551E-004  2.580174657963E-001
  1.663152957245E-003  2.561532917128E-004  1.743901849431E+002 -1.062941543611E+003  6.760960311413E+003  1.557079974981E-004  2.581465976693E-001
  1.929205402573E-003  2.759550954757E-004  1.741076258895E+002 -1.061144354963E+003  6.749076211333E+003  1.556972155587E-004  2.582861707916E-001
  2.215070403074E-003  2.957786639908E-004  1.738045574474E+002 -1.059216852560E+003  6.736331189585E+003  1.556856113992E-004  2.584362108399E-001
  2.520770509919E-003  3.156255707300E-004  1.734810692942E+002 -1.057159635158E+003  6.722729372956E+003  1.556731799178E-004  2.585967454415E-001
  2.846329849692E-003  3.354973930828E-004  1.731372571131E+002 -1.054973341546E+003  6.708275163721E+003  1.556599156368E-004  2.587678041849E-001
  3.191774128432E-003  3.553957126240E-004  1.727732225586E+002 -1.052658650292E+003  6.692973237831E+003  1.556458127063E-004  2.589494186309E-001
  3.557130635959E-003  3.753221153821E-004  1.723890732182E+002 -1.050216279477E+003  6.676828542985E+003  1.556308648942E-004  2.591416223248E-001
  3.942428250463E-003  3.952781921092E-004  1.719849225723E+002 -1.047646986413E+003  6.659846296591E+003  1.556150655865E-004  2.593444508092E-001
  4.347697443358E-003  4.152655385525E-004  1.715608899527E+002 -1.044951567342E+003  6.642031983615E+003  1.555984077782E-004  2.595579416374E-001
  4.772970284417E-003  4.352857557265E-004  1.711171004975E+002 -1.042130857127E+003  6.623391354317E+003  1.555808840702E-004  2.597821343881E-001
  5.218280447175E-003  4.553404501876E-004  1.706536851053E+002 -1.039185728918E+003  6.603930421879E+003  1.555624866647E-004  2.600170706806E-001
  5.683663214611E-003  4.754312343099E-004  1.701707803858E+002 -1.036117093811E+003  6.583655459918E+003  1.555432073595E-004  2.602627941904E-001
  6.169155485101E-003  4.955597265624E-004  1.696685286093E+002 -1.032925900489E+003  6.562572999898E+003  1.555230375372E-004  2.605193506665E-001
  6.674795778653E-003  5.157275517886E-004  1.691470776539E+002 -1.029613134843E+003  6.540689828423E+003  1.555019681676E-004  2.607867879488E-001
  7.200624243425E-003  5.359363414876E-004  1.686065809499E+002 -1.026179819586E+003  6.518012984434E+003  1.554799897940E-004  2.610651559867E-001
  7.746682662519E-003  5.561877340970E-004  1.680471974227E+002 -1.022627013849E+003  6.494549756292E+003  1.554570925277E-004  2.613545068585E-001
  8.313014461060E-003  5.764833752781E-004  1.674690914336E+002 -1.018955812759E+003  6.470307678758E+003  1.554332660424E-004  2.616548947914E-001
  8.899664713569E-003  5.968249182030E-004  1.668724327183E+002 -1.015167347010E+003  6.445294529869E+003  1.554084995666E-004  2.619663761830E-001
  9.506680151615E-003  6.172140238444E-004  1.662573963234E+002 -1.011262782408E+003  6.419518327714E+003  1.553827818740E-004  2.622890096230E-001
  1.013410917176E-002  6.376523612666E-004  1.656241625410E+002 -1.007243319416E+003  6.392987327098E+003  1.553561012758E-004  2.626228559162E-001
  1.078200184380E-002  6.581416079202E-004  1.649729168408E+002 -1.003110192673E+003  6.365710016120E+003  1.553284456128E-004  2.629679781063E-001
  1.145040991929E-002  6.786834499385E-004  1.643038498011E+002 -9.988646705045E+002  6.337695112636E+003  1.552998022471E-004  2.633244415009E-001
  1.213938684040E-002  6.992795824361E-004  1.636171570368E+002 -9.945080544206E+002  6.308951560637E+003  1.552701580478E-004  2.636923136969E-001
  1.284898774901E-002  7.199317098113E-004  1.629130391262E+002 -9.900416785948E+002  6.279488526519E+003  1.552394993871E-004  2.640716646074E-001
  1.357926949620E-002  7.406415460502E-004  1.621917015356E+002 -9.854669093349E+002  6.249315395265E+003  1.552078121305E-004  2.644625664894E-001
