# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa weight rho drho ddrho zeta r_seitz
500
  9.830308526508E-006  1.966074589941E-005  1.808262223501E+002 -1.100636266399E+003  6.974104289292E+003  1.553693894990E-012  2.550468407955E-001
  3.932200719717E-005  3.932303800261E-005  1.807937657497E+002 -1.100430608178E+003  6.972750651757E+003  1.553265395312E-012  2.550621021220E-001
  8.847741541455E-005  5.898842277178E-005  1.807396820570E+002 -1.100087915213E+003  6.970495074853E+003  1.552079039232E-012  2.550875407795E-001
  1.573003992804E-004  7.865844718600E-005  1.806639872299E+002 -1.099608293581E+003  6.967338286858E+003  1.550684196397E-012  2.551231614393E-001
  2.457963722417E-004  9.833465899987E-005  1.805667036013E+002 -1.098991891732E+003  6.963281306943E+003  1.549473419256E-012  2.551689706434E-001
  3.539722959954E-004  1.180186070023E-004  1.804478598708E+002 -1.098238900429E+003  6.958325444757E+003  1.547186272726E-012  2.552249768075E-001
  4.818366816528E-004  1.377118412759E-004  1.803074910944E+002 -1.097349552680E+003  6.952472299891E+003  1.545159355280E-012  2.552911902240E-001
  6.293995911626E-004  1.574159134560E-004  1.801456386715E+002 -1.096324123639E+003  6.945723761231E+003  1.542208913471E-012  2.553676230658E-001
  7.966726389934E-004  1.771323769912E-004  1.799623503299E+002 -1.095162930507E+003  6.938082006178E+003  1.539199613702E-012  2.554542893911E-001
  9.836689940782E-004  1.968627874036E-004  1.797576801081E+002 -1.093866332404E+003  6.929549499765E+003  1.535892570714E-012  2.555512051488E-001
  1.190403382016E-003  2.166087025496E-004  1.795316883357E+002 -1.092434730229E+003  6.920128993648E+003  1.532364224845E-012  2.556583881845E-001
  1.416892087541E-003  2.363716828821E-004  1.792844416110E+002 -1.090868566507E+003  6.909823524982E+003  1.528215591086E-012  2.557758582475E-001
  1.663152957245E-003  2.561532917128E-004  1.790160127771E+002 -1.089168325215E+003  6.898636415176E+003  1.524315216322E-012  2.559036369980E-001
  1.929205402573E-003  2.759550954757E-004  1.787264808946E+002 -1.087334531593E+003  6.886571268544E+003  1.518674366002E-012  2.560417480159E-001
  2.215070403074E-003  2.957786639908E-004  1.784159312130E+002 -1.085367751939E+003  6.873631970819E+003  1.513591697316E-012  2.561902168095E-001
  2.520770509919E-003  3.156255707300E-004  1.780844551393E+002 -1.083268593393E+003  6.859822687574E+003  1.508109975419E-012  2.563490708254E-001
  2.846329849692E-003  3.354973930828E-004  1.777321502044E+002 -1.081037703693E+003  6.845147862511E+003  1.502943816155E-012  2.565183394593E-001
  3.191774128432E-003  3.553957126240E-004  1.773591200271E+002 -1.078675770928E+003  6.829612215641E+003  1.496249535469E-012  2.566980540669E-001
  3.557130635959E-003  3.753221153821E-004  1.769654742765E+002 -1.076183523268E+003  6.813220741357E+003  1.489700558256E-012  2.568882479763E-001
  3.942428250463E-003  3.952781921092E-004  1.765513286311E+002 -1.073561728678E+003  6.795978706379E+003  1.483214099081E-012  2.570889565007E-001
  4.347697443358E-003  4.152655385525E-004  1.761168047367E+002 -1.070811194620E+003  6.777891647600E+003  1.475415584878E-012  2.573002169523E-001
  4.772970284417E-003  4.352857557265E-004  1.756620301613E+002 -1.067932767739E+003  6.758965369815E+003  1.467666780387E-012  2.575220686567E-001
  5.218280447175E-003  4.553404501876E-004  1.751871383485E+002 -1.064927333528E+003  6.739205943335E+003  1.460288746051E-012  2.577545529679E-001
  5.683663214611E-003  4.754312343099E-004  1.746922685676E+002 -1.061795815984E+003  6.718619701498E+003  1.451165751886E-012  2.579977132847E-001
  6.169155485101E-003  4.955597265624E-004  1.741775658630E+002 -1.058539177246E+003  6.697213238063E+003  1.443868472090E-012  2.582515950675E-001
  6.674795778653E-003  5.157275517886E-004  1.736431810003E+002 -1.055158417219E+003  6.674993404503E+003  1.434153743295E-012  2.585162458561E-001
  7.200624243425E-003  5.359363414876E-004  1.730892704107E+002 -1.051654573180E+003  6.651967307185E+003  1.424868121502E-012  2.587917152882E-001
  7.746682662519E-003  5.561877340970E-004  1.725159961331E+002 -1.048028719375E+003  6.628142304445E+003  1.414693271055E-012  2.590780551190E-001
  8.313014461060E-003  5.764833752781E-004  1.719235257541E+002 -1.044281966592E+003  6.603526003557E+003  1.405351308427E-012  2.593753192413E-001
  8.899664713569E-003  5.968249182030E-004  1.713120323462E+002 -1.040415461729E+003  6.578126257597E+003  1.394440685169E-012  2.596835637070E-001
  9.506680151615E-003  6.172140238444E-004  1.706816944035E+002 -1.036430387343E+003  6.551951162205E+003  1.384353970562E-012  2.600028467493E-001
  1.013410917176E-002  6.376523612666E-004  1.700326957756E+002 -1.032327961182E+003  6.525009052243E+003  1.373507520565E-012  2.603332288052E-001
  1.078200184380E-002  6.581416079202E-004  1.693652255992E+002 -1.028109435708E+003  6.497308498353E+003  1.362307028138E-012  2.606747725401E-001
  1.145040991929E-002  6.786834499385E-004  1.686794782282E+002 -1.023776097604E+003  6.468858303413E+003  1.351754026633E-012  2.610275428724E-001
  1.213938684040E-002  6.992795824361E-004  1.679756531610E+002 -1.019329267266E+003  6.439667498896E+003  1.339567189209E-012  2.613916069993E-001
  1.284898774901E-002  7.199317098113E-004  1.672539549666E+002 -1.014770298280E+003  6.409745341132E+003  1.327419631182E-012  2.617670344240E-001
  1.357926949620E-002  7.406415460502E-004  1.665145932083E+002 -1.010100576890E+003  6.379101307472E+003  1.315306296288E-012  2.621538969833E-001
