# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa weight rho drho ddrho zeta r_seitz
500
  9.830308526508E-006  1.966074589941E-005  1.613155271534E+003 -1.952466647660E+004  2.417206394657E+005 -6.279307032463E-013  1.229744893065E-001
  3.932200719717E-005  3.932303800261E-005  1.612579561060E+003 -1.951753905689E+004  2.416302779116E+005 -6.274498822604E-013  1.229891220270E-001
  8.847741541455E-005  5.898842277178E-005  1.611620460319E+003 -1.950566532210E+004  2.414797443320E+005 -6.265535326123E-013  1.230135147772E-001
  1.573003992804E-004  7.865844718600E-005  1.610278593960E+003 -1.948905321377E+004  2.412691421677E+005 -6.256636334035E-013  1.230476748842E-001
  2.457963722417E-004  9.833465899987E-005  1.608554835635E+003 -1.946771383881E+004  2.409986160857E+005 -6.246378734033E-013  1.230916126121E-001
  3.539722959954E-004  1.180186070023E-004  1.606450307149E+003 -1.944166145840E+004  2.406683518295E+005 -6.228377275880E-013  1.231453411679E-001
  4.818366816528E-004  1.377118412759E-004  1.603966377368E+003 -1.941091347356E+004  2.402785760263E+005 -6.213923934871E-013  1.232088767094E-001
  6.293995911626E-004  1.574159134560E-004  1.601104660880E+003 -1.937549040773E+004  2.398295559528E+005 -6.195208116977E-013  1.232822383547E-001
  7.966726389934E-004  1.771323769912E-004  1.597867016424E+003 -1.933541588606E+004  2.393215992587E+005 -6.170051991738E-013  1.233654481940E-001
  9.836689940782E-004  1.968627874036E-004  1.594255545081E+003 -1.929071661172E+004  2.387550536483E+005 -6.144095260210E-013  1.234585313019E-001
  1.190403382016E-003  2.166087025496E-004  1.590272588225E+003 -1.924142233909E+004  2.381303065210E+005 -6.115875378284E-013  1.235615157531E-001
  1.416892087541E-003  2.363716828821E-004  1.585920725248E+003 -1.918756584386E+004  2.374477845718E+005 -6.082478163698E-013  1.236744326385E-001
  1.663152957245E-003  2.561532917128E-004  1.581202771054E+003 -1.912918289020E+004  2.367079533506E+005 -6.051735619368E-013  1.237973160840E-001
  1.929205402573E-003  2.759550954757E-004  1.576121773319E+003 -1.906631219494E+004  2.359113167824E+005 -6.017146747975E-013  1.239302032709E-001
  2.215070403074E-003  2.957786639908E-004  1.570681009541E+003 -1.899899538880E+004  2.350584166483E+005 -5.979361568092E-013  1.240731344579E-001
  2.520770509919E-003  3.156255707300E-004  1.564883983860E+003 -1.892727697477E+004  2.341498320283E+005 -5.936127921330E-013  1.242261530056E-001
  2.846329849692E-003  3.354973930828E-004  1.558734423663E+003 -1.885120428368E+004  2.331861787060E+005 -5.894634830138E-013  1.243893054017E-001
  3.191774128432E-003  3.553957126240E-004  1.552236275983E+003 -1.877082742701E+004  2.321681085367E+005 -5.848268161574E-013  1.245626412897E-001
  3.557130635959E-003  3.753221153821E-004  1.545393703681E+003 -1.868619924693E+004  2.310963087798E+005 -5.797655095590E-013  1.247462134983E-001
  3.942428250463E-003  3.952781921092E-004  1.538211081437E+003 -1.859737526378E+004  2.299715013948E+005 -5.747123140587E-013  1.249400780735E-001
  4.347697443358E-003  4.152655385525E-004  1.530692991529E+003 -1.850441362092E+004  2.287944423042E+005 -5.692909133044E-013  1.251442943121E-001
  4.772970284417E-003  4.352857557265E-004  1.522844219431E+003 -1.840737502704E+004  2.275659206221E+005 -5.635651546033E-013  1.253589247979E-001
  5.218280447175E-003  4.553404501876E-004  1.514669749215E+003 -1.830632269614E+004  2.262867578509E+005 -5.578249505444E-013  1.255840354397E-001
  5.683663214611E-003  4.754312343099E-004  1.506174758774E+003 -1.820132228499E+004  2.249578070460E+005 -5.519889637077E-013  1.258196955109E-001
  6.169155485101E-003  4.955597265624E-004  1.497364614865E+003 -1.809244182839E+004  2.235799519507E+005 -5.454424620990E-013  1.260659776923E-001
  6.674795778653E-003  5.157275517886E-004  1.488244867989E+003 -1.797975167225E+004  2.221541061015E+005 -5.390833397501E-013  1.263229581163E-001
  7.200624243425E-003  5.359363414876E-004  1.478821247093E+003 -1.786332440445E+004  2.206812119054E+005 -5.319864848979E-013  1.265907164135E-001
  7.746682662519E-003  5.561877340970E-004  1.469099654127E+003 -1.774323478370E+004  2.191622396900E+005 -5.252919720498E-013  1.268693357617E-001
  8.313014461060E-003  5.764833752781E-004  1.459086158440E+003 -1.761955966647E+004  2.175981867282E+005 -5.181445019376E-013  1.271589029374E-001
  8.899664713569E-003  5.968249182030E-004  1.448786991031E+003 -1.749237793202E+004  2.159900762380E+005 -5.107635776074E-013  1.274595083691E-001
  9.506680151615E-003  6.172140238444E-004  1.438208538669E+003 -1.736177040562E+004  2.143389563591E+005 -5.029004084861E-013  1.277712461938E-001
  1.013410917176E-002  6.376523612666E-004  1.427357337872E+003 -1.722781978020E+004  2.126458991078E+005 -4.950152829236E-013  1.280942143154E-001
  1.078200184380E-002  6.581416079202E-004  1.416240068766E+003 -1.709061053627E+004  2.109119993104E+005 -4.867797481149E-013  1.284285144660E-001
  1.145040991929E-002  6.786834499385E-004  1.404863548824E+003 -1.695022886047E+004  2.091383735184E+005 -4.782594092480E-013  1.287742522694E-001
  1.213938684040E-002  6.992795824361E-004  1.393234726502E+003 -1.680676256268E+004  2.073261589049E+005 -4.698481879248E-013  1.291315373081E-001
  1.284898774901E-002  7.199317098113E-004  1.381360674762E+003 -1.666030099180E+004  2.054765121443E+005 -4.617064690423E-013  1.295004831920E-001
  1.357926949620E-002  7.406415460502E-004  1.369248584506E+003 -1.651093495046E+004  2.035906082773E+005 -4.527551338090E-013  1.298812076307E-001
