# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa weight rho drho ddrho zeta r_seitz
500
  9.830308526508E-006  1.966074589941E-005  3.679679535137E+000 -7.560822946105E+000  1.561041621042E+001 -1.170419858255E-002  9.341940260794E-001
  3.932200719717E-005  3.932303800261E-005  3.679456560414E+000 -7.560362581954E+000  1.560949799016E+001 -1.170420475351E-002  9.342128963884E-001
  8.847741541455E-005  5.898842277178E-005  3.679084946563E+000 -7.559595328321E+000  1.560796764742E+001 -1.170421503619E-002  9.342443493873E-001
  1.573003992804E-004  7.865844718600E-005  3.678564709618E+000 -7.558521215141E+000  1.560582521878E+001 -1.170422942719E-002  9.342883888025E-001
  2.457963722417E-004  9.833465899987E-005  3.677895872034E+000 -7.557140284337E+000  1.560307075546E+001 -1.170424792177E-002  9.343450198523E-001
  3.539722959954E-004  1.180186070023E-004  3.677078462690E+000 -7.555452589834E+000  1.559970432339E+001 -1.170427051381E-002  9.344142492484E-001
  4.818366816528E-004  1.377118412759E-004  3.676112516898E+000 -7.553458197576E+000  1.559572600327E+001 -1.170429719584E-002  9.344960851972E-001
  6.293995911626E-004  1.574159134560E-004  3.674998076410E+000 -7.551157185551E+000  1.559113589058E+001 -1.170432795901E-002  9.345905374026E-001
  7.966726389934E-004  1.771323769912E-004  3.673735189430E+000 -7.548549643812E+000  1.558593409570E+001 -1.170436279312E-002  9.346976170677E-001
  9.836689940782E-004  1.968627874036E-004  3.672323910629E+000 -7.545635674513E+000  1.558012074398E+001 -1.170440168658E-002  9.348173368983E-001
  1.190403382016E-003  2.166087025496E-004  3.670764301150E+000 -7.542415391937E+000  1.557369597583E+001 -1.170444462641E-002  9.349497111059E-001
  1.416892087541E-003  2.363716828821E-004  3.669056428634E+000 -7.538888922538E+000  1.556665994681E+001 -1.170449159826E-002  9.350947554113E-001
  1.663152957245E-003  2.561532917128E-004  3.667200367230E+000 -7.535056404982E+000  1.555901282776E+001 -1.170454258637E-002  9.352524870489E-001
  1.929205402573E-003  2.759550954757E-004  3.665196197614E+000 -7.530917990190E+000  1.555075480493E+001 -1.170459757357E-002  9.354229247711E-001
  2.215070403074E-003  2.957786639908E-004  3.663044007013E+000 -7.526473841394E+000  1.554188608009E+001 -1.170465654131E-002  9.356060888527E-001
  2.520770509919E-003  3.156255707300E-004  3.660743889222E+000 -7.521724134185E+000  1.553240687072E+001 -1.170471946959E-002  9.358020010968E-001
  2.846329849692E-003  3.354973930828E-004  3.658295944632E+000 -7.516669056574E+000  1.552231741014E+001 -1.170478633700E-002  9.360106848401E-001
  3.191774128432E-003  3.553957126240E-004  3.655700280251E+000 -7.511308809051E+000  1.551161794767E+001 -1.170485712069E-002  9.362321649590E-001
  3.557130635959E-003  3.753221153821E-004  3.652957009733E+000 -7.505643604655E+000  1.550030874884E+001 -1.170493179633E-002  9.364664678758E-001
  3.942428250463E-003  3.952781921092E-004  3.650066253405E+000 -7.499673669042E+000  1.548839009557E+001 -1.170501033817E-002  9.367136215660E-001
  4.347697443358E-003  4.152655385525E-004  3.647028138298E+000 -7.493399240555E+000  1.547586228635E+001 -1.170509271895E-002  9.369736555654E-001
  4.772970284417E-003  4.352857557265E-004  3.643842798177E+000 -7.486820570308E+000  1.546272563650E+001 -1.170517890996E-002  9.372466009775E-001
  5.218280447175E-003  4.553404501876E-004  3.640510373574E+000 -7.479937922264E+000  1.544898047835E+001 -1.170526888094E-002  9.375324904820E-001
  5.683663214611E-003  4.754312343099E-004  3.637031011824E+000 -7.472751573321E+000  1.543462716149E+001 -1.170536260017E-002  9.378313583431E-001
  6.169155485101E-003  4.955597265624E-004  3.633404867100E+000 -7.465261813400E+000  1.541966605304E+001 -1.170546003436E-002  9.381432404186E-001
  6.674795778653E-003  5.157275517886E-004  3.629632100451E+000 -7.457468945544E+000  1.540409753787E+001 -1.170556114867E-002  9.384681741691E-001
  7.200624243425E-003  5.359363414876E-004  3.625712879841E+000 -7.449373286010E+000  1.538792201889E+001 -1.170566590673E-002  9.388061986677E-001
  7.746682662519E-003  5.561877340970E-004  3.621647380191E+000 -7.440975164373E+000  1.537113991732E+001 -1.170577427057E-002  9.391573546108E-001
  8.313014461060E-003  5.764833752781E-004  3.617435783419E+000 -7.432274923629E+000  1.535375167299E+001 -1.170588620060E-002  9.395216843281E-001
  8.899664713569E-003  5.968249182030E-004  3.613078278488E+000 -7.423272920307E+000  1.533575774466E+001 -1.170600165566E-002  9.398992317944E-001
  9.506680151615E-003  6.172140238444E-004  3.608575061448E+000 -7.413969524583E+000  1.531715861026E+001 -1.170612059290E-002  9.402900426404E-001
  1.013410917176E-002  6.376523612666E-004  3.603926335485E+000 -7.404365120392E+000  1.529795476731E+001 -1.170624296786E-002  9.406941641656E-001
  1.078200184380E-002  6.581416079202E-004  3.599132310969E+000 -7.394460105556E+000  1.527814673319E+001 -1.170636873436E-002  9.411116453502E-001
  1.145040991929E-002  6.786834499385E-004  3.594193205504E+000 -7.384254891902E+000  1.525773504550E+001 -1.170649784454E-002  9.415425368684E-001
  1.213938684040E-002  6.992795824361E-004  3.589109243982E+000 -7.373749905396E+000  1.523672026242E+001 -1.170663024882E-002  9.419868911018E-001
  1.284898774901E-002  7.199317098113E-004  3.583880658633E+000 -7.362945586273E+000  1.521510296309E+001 -1.170676589586E-002  9.424447621531E-001
  1.357926949620E-002  7.406415460502E-004  3.578507689085E+000 -7.351842389176E+000  1.519288374797E+001 -1.170690473254E-002  9.429162058609E-001
