# 1st line: number of mesh points
# abcissa weight wavefunction wavefunction_1st wavefunction_2nd
500
# Principal QN=   2 , l=   0 , Occupation=   1.0000
  9.830308526508E-006  1.966074589941E-005 -1.634226133991E+000  5.060113548989E+000 -1.570802359599E+001
  3.932200719717E-005  3.932303800261E-005 -1.634076909478E+000  5.059650317818E+000 -1.570631961536E+001
  8.847741541455E-005  5.898842277178E-005 -1.633828219275E+000  5.058878337060E+000 -1.570347996530E+001
  1.573003992804E-004  7.865844718600E-005 -1.633480089360E+000  5.057797713499E+000 -1.569950512228E+001
  2.457963722417E-004  9.833465899987E-005 -1.633032556100E+000  5.056408596611E+000 -1.569439575323E+001
  3.539722959954E-004  1.180186070023E-004 -1.632485666245E+000  5.054711178551E+000 -1.568815271549E+001
  4.818366816528E-004  1.377118412759E-004 -1.631839476930E+000  5.052705694126E+000 -1.568077705669E+001
  6.293995911626E-004  1.574159134560E-004 -1.631094055669E+000  5.050392420767E+000 -1.567227001458E+001
  7.966726389934E-004  1.771323769912E-004 -1.630249480349E+000  5.047771678494E+000 -1.566263301688E+001
  9.836689940782E-004  1.968627874036E-004 -1.629305839223E+000  5.044843829879E+000 -1.565186768108E+001
  1.190403382016E-003  2.166087025496E-004 -1.628263230911E+000  5.041609280000E+000 -1.563997581419E+001
  1.416892087541E-003  2.363716828821E-004 -1.627121764383E+000  5.038068476390E+000 -1.562695941255E+001
  1.663152957245E-003  2.561532917128E-004 -1.625881558959E+000  5.034221908983E+000 -1.561282066149E+001
  1.929205402573E-003  2.759550954757E-004 -1.624542744298E+000  5.030070110054E+000 -1.559756193505E+001
  2.215070403074E-003  2.957786639908E-004 -1.623105460387E+000  5.025613654152E+000 -1.558118579566E+001
  2.520770509919E-003  3.156255707300E-004 -1.621569857535E+000  5.020853158028E+000 -1.556369499377E+001
  2.846329849692E-003  3.354973930828E-004 -1.619936096356E+000  5.015789280561E+000 -1.554509246746E+001
  3.191774128432E-003  3.553957126240E-004 -1.618204347765E+000  5.010422722671E+000 -1.552538134204E+001
  3.557130635959E-003  3.753221153821E-004 -1.616374792960E+000  5.004754227239E+000 -1.550456492960E+001
  3.942428250463E-003  3.952781921092E-004 -1.614447623412E+000  4.998784579005E+000 -1.548264672855E+001
  4.347697443358E-003  4.152655385525E-004 -1.612423040849E+000  4.992514604476E+000 -1.545963042313E+001
  4.772970284417E-003  4.352857557265E-004 -1.610301257243E+000  4.985945171820E+000 -1.543551988285E+001
  5.218280447175E-003  4.553404501876E-004 -1.608082494795E+000  4.979077190755E+000 -1.541031916200E+001
  5.683663214611E-003  4.754312343099E-004 -1.605766985915E+000  4.971911612436E+000 -1.538403249901E+001
  6.169155485101E-003  4.955597265624E-004 -1.603354973211E+000  4.964449429332E+000 -1.535666431590E+001
  6.674795778653E-003  5.157275517886E-004 -1.600846709467E+000  4.956691675101E+000 -1.532821921759E+001
  7.200624243425E-003  5.359363414876E-004 -1.598242457625E+000  4.948639424458E+000 -1.529870199126E+001
  7.746682662519E-003  5.561877340970E-004 -1.595542490765E+000  4.940293793035E+000 -1.526811760566E+001
  8.313014461060E-003  5.764833752781E-004 -1.592747092088E+000  4.931655937238E+000 -1.523647121037E+001
  8.899664713569E-003  5.968249182030E-004 -1.589856554891E+000  4.922727054100E+000 -1.520376813506E+001
  9.506680151615E-003  6.172140238444E-004 -1.586871182547E+000  4.913508381120E+000 -1.517001388870E+001
  1.013410917176E-002  6.376523612666E-004 -1.583791288481E+000  4.904001196109E+000 -1.513521415876E+001
  1.078200184380E-002  6.581416079202E-004 -1.580617196149E+000  4.894206817017E+000 -1.509937481032E+001
  1.145040991929E-002  6.786834499385E-004 -1.577349239011E+000  4.884126601759E+000 -1.506250188528E+001
  1.213938684040E-002  6.992795824361E-004 -1.573987760506E+000  4.873761948043E+000 -1.502460160137E+001
  1.284898774901E-002  7.199317098113E-004 -1.570533114025E+000  4.863114293175E+000 -1.498568035125E+001
  1.357926949620E-002  7.406415460502E-004 -1.566985662887E+000  4.852185113876E+000 -1.494574470155E+001
  1.433029065191E-002  7.614108150341E-004 -1.563345780308E+000  4.840975926076E+000 -1.490480139187E+001
  1.510211151509E-002  7.822412508494E-004 -1.559613849373E+000  4.829488284719E+000 -1.486285733372E+001
  1.589479412397E-002  8.031345981016E-004 -1.555790263006E+000  4.817723783545E+000 -1.481991960950E+001
  1.670840226680E-002  8.240926122311E-004 -1.551875423939E+000  4.805684054876E+000 -1.477599547135E+001
  1.754300149280E-002  8.451170598329E-004 -1.547869744683E+000  4.793370769397E+000 -1.473109234009E+001
  1.839865912351E-002  8.662097189796E-004 -1.543773647488E+000  4.780785635919E+000 -1.468521780399E+001
  1.927544426443E-002  8.873723795480E-004 -1.539587564321E+000  4.767930401150E+000 -1.463837961762E+001
  2.017342781695E-002  9.086068435487E-004 -1.535311936820E+000  4.754806849448E+000 -1.459058570060E+001
  2.109268249069E-002  9.299149254598E-004 -1.530947216264E+000  4.741416802574E+000 -1.454184413633E+001
  2.203328281612E-002  9.512984525641E-004 -1.526493863540E+000  4.727762119437E+000 -1.449216317074E+001
  2.299530515754E-002  9.727592652906E-004 -1.521952349095E+000  4.713844695828E+000 -1.444155121088E+001
  2.397882772639E-002  9.942992175591E-004 -1.517323152910E+000  4.699666464157E+000 -1.439001682361E+001
  2.498393059493E-002  1.015920177130E-003 -1.512606764452E+000  4.685229393169E+000 -1.433756873420E+001
  2.601069571024E-002  1.037624025957E-003 -1.507803682636E+000  4.670535487669E+000 -1.428421582483E+001
