# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa weight rho drho ddrho zeta r_seitz
500
  9.830308526508E-006  1.966074589941E-005  4.141367672298E+000 -8.565448327086E+000  1.759681827421E+001  1.000000000000E+000  8.981023274814E-001
  3.932200719717E-005  3.932303800261E-005  4.141115070330E+000 -8.564929382278E+000  1.759578383619E+001  1.000000000000E+000  8.981205880867E-001
  8.847741541455E-005  5.898842277178E-005  4.140694078987E+000 -8.564064496713E+000  1.759405980697E+001  1.000000000000E+000  8.981510248663E-001
  1.573003992804E-004  7.865844718600E-005  4.140104716180E+000 -8.562853704076E+000  1.759164623778E+001  1.000000000000E+000  8.981936414770E-001
  2.457963722417E-004  9.833465899987E-005  4.139347006991E+000 -8.561297051533E+000  1.758854320040E+001  1.000000000000E+000  8.982484430397E-001
  3.539722959954E-004  1.180186070023E-004  4.138420983678E+000 -8.559394599755E+000  1.758475078717E+001  1.000000000000E+000  8.983154361407E-001
  4.818366816528E-004  1.377118412759E-004  4.137326685682E+000 -8.557146422933E+000  1.758026911101E+001  1.000000000000E+000  8.983946288337E-001
  6.293995911626E-004  1.574159134560E-004  4.136064159644E+000 -8.554552608800E+000  1.757509830554E+001  1.000000000000E+000  8.984860306413E-001
  7.966726389934E-004  1.771323769912E-004  4.134633459407E+000 -8.551613258657E+000  1.756923852507E+001  1.000000000000E+000  8.985896525584E-001
  9.836689940782E-004  1.968627874036E-004  4.133034646037E+000 -8.548328487407E+000  1.756268994474E+001  1.000000000000E+000  8.987055070544E-001
  1.190403382016E-003  2.166087025496E-004  4.131267787834E+000 -8.544698423586E+000  1.755545276053E+001  1.000000000000E+000  8.988336080767E-001
  1.416892087541E-003  2.363716828821E-004  4.129332960354E+000 -8.540723209403E+000  1.754752718943E+001  1.000000000000E+000  8.989739710548E-001
  1.663152957245E-003  2.561532917128E-004  4.127230246421E+000 -8.536403000788E+000  1.753891346948E+001  1.000000000000E+000  8.991266129038E-001
  1.929205402573E-003  2.759550954757E-004  4.124959736155E+000 -8.531737967430E+000  1.752961185992E+001  1.000000000000E+000  8.992915520293E-001
  2.215070403074E-003  2.957786639908E-004  4.122521526990E+000 -8.526728292835E+000  1.751962264128E+001  1.000000000000E+000  8.994688083322E-001
  2.520770509919E-003  3.156255707300E-004  4.119915723700E+000 -8.521374174383E+000  1.750894611554E+001  1.000000000000E+000  8.996584032139E-001
  2.846329849692E-003  3.354973930828E-004  4.117142438426E+000 -8.515675823378E+000  1.749758260626E+001  1.000000000000E+000  8.998603595821E-001
  3.191774128432E-003  3.553957126240E-004  4.114201790702E+000 -8.509633465122E+000  1.748553245872E+001  1.000000000000E+000  9.000747018569E-001
  3.557130635959E-003  3.753221153821E-004  4.111093907487E+000 -8.503247338978E+000  1.747279604012E+001  1.000000000000E+000  9.003014559775E-001
  3.942428250463E-003  3.952781921092E-004  4.107818923195E+000 -8.496517698441E+000  1.745937373967E+001  1.000000000000E+000  9.005406494088E-001
  4.347697443358E-003  4.152655385525E-004  4.104376979730E+000 -8.489444811215E+000  1.744526596887E+001  1.000000000000E+000  9.007923111490E-001
  4.772970284417E-003  4.352857557265E-004  4.100768226519E+000 -8.482028959293E+000  1.743047316163E+001  1.000000000000E+000  9.010564717373E-001
  5.218280447175E-003  4.553404501876E-004  4.096992820552E+000 -8.474270439042E+000  1.741499577449E+001  1.000000000000E+000  9.013331632620E-001
  5.683663214611E-003  4.754312343099E-004  4.093050926420E+000 -8.466169561290E+000  1.739883428684E+001  1.000000000000E+000  9.016224193694E-001
  6.169155485101E-003  4.955597265624E-004  4.088942716351E+000 -8.457726651416E+000  1.738198920111E+001  1.000000000000E+000  9.019242752726E-001
  6.674795778653E-003  5.157275517886E-004  4.084668370262E+000 -8.448942049454E+000  1.736446104303E+001  1.000000000000E+000  9.022387677611E-001
  7.200624243425E-003  5.359363414876E-004  4.080228075795E+000 -8.439816110182E+000  1.734625036187E+001  1.000000000000E+000  9.025659352107E-001
  7.746682662519E-003  5.561877340970E-004  4.075622028364E+000 -8.430349203237E+000  1.732735773067E+001  1.000000000000E+000  9.029058175940E-001
  8.313014461060E-003  5.764833752781E-004  4.070850431207E+000 -8.420541713218E+000  1.730778374649E+001  1.000000000000E+000  9.032584564912E-001
  8.899664713569E-003  5.968249182030E-004  4.065913495433E+000 -8.410394039801E+000  1.728752903070E+001  1.000000000000E+000  9.036238951010E-001
  9.506680151615E-003  6.172140238444E-004  4.060811440073E+000 -8.399906597852E+000  1.726659422927E+001  1.000000000000E+000  9.040021782530E-001
  1.013410917176E-002  6.376523612666E-004  4.055544492134E+000 -8.389079817555E+000  1.724498001302E+001  1.000000000000E+000  9.043933524196E-001
  1.078200184380E-002  6.581416079202E-004  4.050112886654E+000 -8.377914144528E+000  1.722268707795E+001  1.000000000000E+000  9.047974657284E-001
  1.145040991929E-002  6.786834499385E-004  4.044516866758E+000 -8.366410039959E+000  1.719971614553E+001  1.000000000000E+000  9.052145679759E-001
  1.213938684040E-002  6.992795824361E-004  4.038756683716E+000 -8.354567980737E+000  1.717606796302E+001  1.000000000000E+000  9.056447106407E-001
  1.284898774901E-002  7.199317098113E-004  4.032832597006E+000 -8.342388459589E+000  1.715174330382E+001  1.000000000000E+000  9.060879468981E-001
  1.357926949620E-002  7.406415460502E-004  4.026744874373E+000 -8.329871985217E+000  1.712674296777E+001  1.000000000000E+000  9.065443316342E-001
