# Reference      Predicted      Error          #atoms         
-62.63823       -63.07221       0.43398         11.00000       
-62.63854       -63.07157       0.43303         11.00000       
-62.63790       -63.07241       0.43450         11.00000       
-62.63855       -63.07132       0.43277         11.00000       
-62.63622       -63.06369       0.42747         11.00000       
-62.63638       -63.07526       0.43888         11.00000       
-62.63617       -63.07532       0.43915         11.00000       
-62.63658       -63.06400       0.42741         11.00000       
-62.63481       -63.07955       0.44474         11.00000       
-62.63170       -63.08421       0.45251         11.00000       
-62.63451       -63.08082       0.44631         11.00000       
-62.62900       -63.08243       0.45343         11.00000       
-63.49149       -62.75336       0.73813         11.00000       
-63.29354       -62.64308       0.65046         11.00000       
-63.25231       -62.69926       0.55306         11.00000       
-63.36918       -62.62553       0.74365         11.00000       
-63.13795       -62.47126       0.66669         11.00000       
-63.14343       -62.51277       0.63066         11.00000       
-63.27588       -62.67099       0.60489         11.00000       
-63.43327       -62.84612       0.58715         11.00000       
-63.28721       -62.88771       0.39950         11.00000       
-63.25197       -62.70980       0.54217         11.00000       
-63.22485       -62.34151       0.88334         11.00000       
-63.34431       -62.96318       0.38113         11.00000       
-63.23412       -62.64998       0.58414         11.00000       
-63.33060       -62.98014       0.35046         11.00000       
-63.27339       -62.89665       0.37674         11.00000       
-63.21688       -62.46994       0.74694         11.00000       
-63.33479       -62.97330       0.36149         11.00000       
-63.41576       -62.70947       0.70629         11.00000       
-63.41143       -62.70184       0.70960         11.00000       
-63.44799       -62.64092       0.80707         11.00000       
-63.42561       -62.63019       0.79541         11.00000       
-63.09740       -62.54278       0.55462         11.00000       
-63.12999       -62.53851       0.59149         11.00000       
-63.21020       -62.82983       0.38037         11.00000       
-63.24224       -62.88279       0.35944         11.00000       
-63.35409       -62.81351       0.54058         11.00000       
-63.22564       -62.85488       0.37076         11.00000       
-63.37747       -62.80730       0.57017         11.00000       
-63.39565       -62.80058       0.59508         11.00000       
-63.15081       -62.54515       0.60567         11.00000       
-63.30275       -62.79490       0.50785         11.00000       
-63.31812       -62.80037       0.51775         11.00000       
-63.36287       -62.73272       0.63016         11.00000       
-63.32376       -62.72666       0.59710         11.00000       
-63.31049       -62.70859       0.60190         11.00000       
-63.28604       -62.67611       0.60993         11.00000       
-63.27634       -62.66387       0.61247         11.00000       
-63.24596       -62.73113       0.51483         11.00000       
-63.32924       -62.50544       0.82380         11.00000       
-63.40184       -62.65338       0.74845         11.00000       
-63.33288       -62.80899       0.52390         11.00000       
-63.22578       -62.59267       0.63311         11.00000       
-63.39475       -62.79424       0.60051         11.00000       
-63.20207       -63.01732       0.18475         11.00000       
-63.36535       -62.52000       0.84535         11.00000       
-63.42084       -62.68270       0.73814         11.00000       
-63.22769       -62.65507       0.57262         11.00000       
-63.38218       -62.41826       0.96393         11.00000       
-63.31165       -62.21556       1.09609         11.00000       
-63.29753       -63.10630       0.19124         11.00000       
-63.34280       -62.49861       0.84418         11.00000       
-63.32423       -63.12514       0.19909         11.00000       
-63.36887       -62.87760       0.49127         11.00000       
-63.30318       -62.43111       0.87207         11.00000       
-63.35726       -62.87759       0.47967         11.00000       
-63.23390       -62.67610       0.55780         11.00000       
-63.24163       -62.64317       0.59847         11.00000       
-63.26706       -62.66846       0.59860         11.00000       
-63.25474       -62.65160       0.60313         11.00000       
-63.28275       -62.79883       0.48393         11.00000       
-63.23797       -62.36087       0.87710         11.00000       
-63.28213       -62.81619       0.46594         11.00000       
-63.30149       -62.84515       0.45634         11.00000       
-63.28245       -62.45790       0.82456         11.00000       
-63.20816       -62.30998       0.89819         11.00000       
-63.24911       -62.26778       0.98133         11.00000       
-63.29481       -62.85837       0.43645         11.00000       
-63.22958       -62.70904       0.52054         11.00000       
-63.24524       -62.97259       0.27265         11.00000       
-63.23504       -62.76626       0.46879         11.00000       
-63.26065       -62.59180       0.66885         11.00000       
-63.32474       -62.92605       0.39869         11.00000       
-63.38537       -62.59604       0.78933         11.00000       
-63.19713       -63.18366       0.01347         11.00000       
-63.37507       -63.00120       0.37387         11.00000       
-63.41319       -62.14120       1.27199         11.00000       
-63.24489       -62.68041       0.56448         11.00000       
-60.80090       -60.13120       0.66970         10.00000       
-63.19140       -62.74061       0.45079         11.00000       
-63.39746       -62.88518       0.51228         11.00000       
-63.34249       -62.81854       0.52394         11.00000       
-63.26717       -62.77791       0.48926         11.00000       
-60.87651       -60.93519       0.05868         10.00000       
-60.83629       -60.78713       0.04916         10.00000       
-60.34233       -60.12255       0.21978         10.00000       
-63.38560       -62.85928       0.52632         11.00000       
-60.97207       -60.06317       0.90890         10.00000       
-60.52265       -60.92563       0.40298         10.00000       
-60.93081       -59.84463       1.08618         10.00000       
-63.22021       -62.75485       0.46536         11.00000       
-60.83881       -60.94365       0.10484         10.00000       
-60.37741       -59.75190       0.62551         10.00000       
-60.81997       -60.51190       0.30807         10.00000       
-60.62096       -60.91875       0.29779         10.00000       
-60.79063       -60.69873       0.09190         10.00000       
-60.99833       -60.89980       0.09853         10.00000       
-61.07921       -60.84145       0.23776         10.00000       
-61.04988       -60.93492       0.11497         10.00000       
-60.91936       -60.79551       0.12385         10.00000       
-60.91521       -60.61760       0.29761         10.00000       
-61.14323       -60.66509       0.47814         10.00000       
-60.63693       -59.78476       0.85217         10.00000       
-60.44867       -59.93663       0.51204         10.00000       
-60.70026       -60.22987       0.47039         10.00000       
-60.52510       -60.02103       0.50407         10.00000       
-60.65660       -60.49768       0.15892         10.00000       
-60.64066       -60.16819       0.47247         10.00000       
-60.68879       -60.72094       0.03215         10.00000       
-60.76309       -60.92325       0.16016         10.00000       
-61.03653       -60.38432       0.65222         10.00000       
-60.93373       -59.95391       0.97981         10.00000       
-60.62814       -60.83023       0.20209         10.00000       
-60.92907       -60.69379       0.23528         10.00000       
-61.01330       -60.87139       0.14191         10.00000       
-60.40685       -60.94020       0.53335         10.00000       
-60.44589       -60.93431       0.48842         10.00000       
-60.29362       -59.41341       0.88021         10.00000       
-60.35313       -59.53667       0.81647         10.00000       
-60.83536       -60.83973       0.00438         10.00000       
-61.11789       -60.72425       0.39365         10.00000       
-60.57026       -60.89478       0.32452         10.00000       
-60.55420       -60.78713       0.23293         10.00000       
-60.99459       -60.61934       0.37525         10.00000       
-60.68965       -60.77270       0.08305         10.00000       
-61.19375       -60.89929       0.29447         10.00000       
-61.01956       -60.66758       0.35198         10.00000       
-60.67537       -60.12043       0.55494         10.00000       
-60.79490       -60.39373       0.40117         10.00000       
-60.85784       -60.31806       0.53978         10.00000       
-60.80367       -60.48175       0.32192         10.00000       
-60.62943       -60.98575       0.35632         10.00000       
-60.64432       -60.80357       0.15925         10.00000       
-60.40634       -59.71035       0.69598         10.00000       
-60.80045       -60.09829       0.70215         10.00000       
-61.00900       -60.65240       0.35660         10.00000       
-60.95935       -60.57903       0.38032         10.00000       
-60.71811       -60.48675       0.23137         10.00000       
-60.74108       -60.41654       0.32454         10.00000       
-61.07668       -60.89315       0.18353         10.00000       
-61.19102       -60.76557       0.42545         10.00000       
-60.60862       -60.21331       0.39531         10.00000       
-60.84828       -60.25862       0.58967         10.00000       
-60.70999       -60.95667       0.24668         10.00000       
-60.43780       -60.73791       0.30012         10.00000       
-61.11875       -60.59512       0.52362         10.00000       
-61.11299       -60.52823       0.58475         10.00000       
-60.58937       -59.85715       0.73222         10.00000       
-60.29274       -60.00022       0.29252         10.00000       
-61.12567       -60.48600       0.63967         10.00000       
-60.34640       -60.69831       0.35190         10.00000       
-60.38350       -60.78124       0.39774         10.00000       
-60.74797       -59.99442       0.75355         10.00000       
-60.51451       -60.84539       0.33089         10.00000       
-61.19607       -60.33388       0.86219         10.00000       
-61.07222       -60.26632       0.80590         10.00000       
-60.50439       -60.96673       0.46234         10.00000       
-60.85773       -60.69268       0.16505         10.00000       
-60.56830       -59.95321       0.61510         10.00000       
-60.97699       -60.44400       0.53299         10.00000       
-60.76959       -61.01562       0.24603         10.00000       
-61.03161       -60.75309       0.27852         10.00000       
-60.37245       -60.57391       0.20146         10.00000       
-60.65925       -60.90505       0.24580         10.00000       
-60.92552       -60.79173       0.13378         10.00000       
-60.91875       -61.01559       0.09684         10.00000       
-60.83848       -60.01323       0.82525         10.00000       
-60.76349       -60.26073       0.50276         10.00000       
-60.66021       -60.70986       0.04965         10.00000       
-60.82479       -60.93390       0.10910         10.00000       
-60.84064       -60.98042       0.13978         10.00000       
-60.55089       -60.80979       0.25890         10.00000       
-60.72334       -60.51704       0.20630         10.00000       
-60.50082       -60.36323       0.13759         10.00000       
-60.72193       -60.34725       0.37468         10.00000       
-60.73042       -60.37728       0.35314         10.00000       
-61.05388       -60.59586       0.45803         10.00000       
-60.69738       -60.90830       0.21092         10.00000       
-60.92222       -60.88600       0.03622         10.00000       
-60.62887       -60.64628       0.01741         10.00000       
-60.52418       -60.46340       0.06078         10.00000       
-60.68618       -60.44503       0.24115         10.00000       
-60.66749       -60.98117       0.31368         10.00000       
-60.65494       -60.21716       0.43777         10.00000       
-60.86246       -60.61106       0.25140         10.00000       
-61.00619       -60.76327       0.24291         10.00000       
-61.03953       -60.90359       0.13594         10.00000       
-60.84113       -60.88223       0.04110         10.00000       
-60.90771       -60.86178       0.04593         10.00000       
-60.49062       -60.51487       0.02424         10.00000       
-60.44989       -60.69140       0.24152         10.00000       
-60.40304       -60.40516       0.00213         10.00000       
-60.77255       -59.94154       0.83102         10.00000       
-60.78613       -60.07202       0.71411         10.00000       
-61.27357       -60.72613       0.54745         10.00000       
-60.66354       -60.61173       0.05181         10.00000       
-60.47182       -60.72075       0.24894         10.00000       
-60.87223       -60.64818       0.22405         10.00000       
-60.87319       -60.92280       0.04961         10.00000       
-60.83807       -60.52947       0.30860         10.00000       
-60.42539       -60.40109       0.02430         10.00000       
-60.75844       -60.33438       0.42406         10.00000       
-60.53180       -60.63882       0.10702         10.00000       
-60.55155       -60.98022       0.42867         10.00000       
-60.53084       -60.91676       0.38593         10.00000       
-60.59670       -60.95037       0.35367         10.00000       
-60.91584       -60.48627       0.42958         10.00000       
-60.84657       -60.74563       0.10094         10.00000       
-60.68674       -60.02477       0.66197         10.00000       
-60.81526       -59.72998       1.08528         10.00000       
-60.78757       -60.60074       0.18683         10.00000       
-60.76832       -60.68166       0.08666         10.00000       
-60.90734       -60.80075       0.10658         10.00000       
-60.84608       -60.76189       0.08419         10.00000       
-60.89818       -60.47235       0.42582         10.00000       
-61.04034       -60.82604       0.21431         10.00000       
-61.00936       -60.90704       0.10232         10.00000       
-60.67294       -60.96237       0.28944         10.00000       
-60.93279       -60.90481       0.02798         10.00000       
-60.52621       -60.71861       0.19240         10.00000       
-60.36006       -60.62125       0.26119         10.00000       
-60.73070       -60.85014       0.11944         10.00000       
-60.75523       -60.63630       0.11893         10.00000       
-60.94707       -60.65273       0.29434         10.00000       
-60.64989       -59.97046       0.67944         10.00000       
-60.61254       -60.08139       0.53115         10.00000       
-60.20024       -60.34523       0.14498         10.00000       
-60.78451       -60.91404       0.12953         10.00000       
-60.80817       -60.66571       0.14246         10.00000       
-60.77842       -60.62723       0.15119         10.00000       
-60.83434       -59.91761       0.91673         10.00000       
-60.75425       -59.83702       0.91723         10.00000       
-60.52698       -59.60719       0.91979         10.00000       
-60.49739       -59.93506       0.56232         10.00000       
-60.79885       -60.73167       0.06717         10.00000       
-60.73860       -60.93058       0.19198         10.00000       
-60.41947       -60.94319       0.52372         10.00000       
-60.44698       -59.98655       0.46043         10.00000       
-60.57785       -60.95886       0.38102         10.00000       
-60.50694       -60.96151       0.45456         10.00000       
-60.62850       -60.14708       0.48141         10.00000       
-60.84944       -60.56873       0.28071         10.00000       
-60.78035       -60.52998       0.25037         10.00000       
-60.98430       -60.56426       0.42004         10.00000       
-60.88549       -60.14462       0.74086         10.00000       
-60.79078       -60.47814       0.31264         10.00000       
-60.80013       -60.94519       0.14506         10.00000       
-60.61928       -60.51936       0.09992         10.00000       
-60.45500       -60.88351       0.42851         10.00000       
-98.18090       -97.00621       1.17468         16.00000       
-60.55092       -60.15034       0.40058         10.00000       
-60.67704       -60.18304       0.49401         10.00000       
-60.94870       -60.63140       0.31730         10.00000       
-60.85423       -60.86481       0.01058         10.00000       
-60.89562       -60.91765       0.02204         10.00000       
-60.61924       -60.67245       0.05322         10.00000       
-60.05728       -60.18028       0.12300         10.00000       
-60.62510       -60.54322       0.08188         10.00000       
-60.70582       -60.68697       0.01885         10.00000       
-60.59492       -60.19397       0.40096         10.00000       
-61.19253       -60.72887       0.46366         10.00000       
-60.81636       -60.63176       0.18460         10.00000       
-60.55463       -60.71744       0.16281         10.00000       
-100.26314      -101.28267      1.01953         18.00000       
-101.10196      -101.25680      0.15484         18.00000       
-101.73524      -101.17756      0.55768         18.00000       
-101.86245      -101.16034      0.70211         18.00000       
-101.96372      -101.09917      0.86455         18.00000       
-102.22613      -101.03835      1.18778         18.00000       
-102.16276      -101.06914      1.09363         18.00000       
-102.21985      -101.03826      1.18159         18.00000       
-102.28210      -101.01293      1.26918         18.00000       
-102.31291      -101.00686      1.30606         18.00000       
-102.32186      -101.00223      1.31963         18.00000       
-73.90775       -73.85663       0.05112         13.00000       
-74.10272       -73.69735       0.40537         13.00000       
-73.44844       -74.28580       0.83736         13.00000       
-73.62437       -74.19647       0.57210         13.00000       
-73.64177       -74.24275       0.60098         13.00000       
-73.53180       -73.57709       0.04529         13.00000       
-73.41047       -73.45655       0.04608         13.00000       
-73.37619       -74.33689       0.96069         13.00000       
-73.41908       -74.04456       0.62548         13.00000       
-102.39813      -100.99506      1.40308         18.00000       
-102.38000      -100.99360      1.38640         18.00000       
-73.46613       -73.80823       0.34210         13.00000       
-73.40914       -72.89240       0.51674         13.00000       
-73.41229       -73.94835       0.53605         13.00000       
-73.54230       -73.31248       0.22982         13.00000       
-73.49072       -73.03609       0.45463         13.00000       
-73.48516       -73.31681       0.16834         13.00000       
-73.47772       -73.40737       0.07035         13.00000       
-73.53383       -73.51323       0.02060         13.00000       
-73.55724       -74.01541       0.45817         13.00000       
-73.27661       -73.63124       0.35463         13.00000       
-73.47747       -73.67552       0.19805         13.00000       
-98.18082       -97.00680       1.17401         16.00000       
-97.60933       -96.95450       0.65483         16.00000       
-73.39325       -73.78761       0.39436         13.00000       
-73.40664       -73.85211       0.44546         13.00000       
-73.41704       -74.21760       0.80056         13.00000       
-73.48313       -73.42750       0.05563         13.00000       
-73.39459       -73.18096       0.21363         13.00000       
-73.29458       -72.85130       0.44328         13.00000       
-73.30240       -73.40154       0.09914         13.00000       
-73.30606       -73.43423       0.12817         13.00000       
-73.44279       -73.27780       0.16499         13.00000       
-73.45385       -73.24567       0.20818         13.00000       
-73.49992       -73.62767       0.12775         13.00000       
-73.35192       -73.11468       0.23723         13.00000       
-73.51736       -73.95201       0.43465         13.00000       
-73.36382       -73.34050       0.02332         13.00000       
-73.34415       -73.84610       0.50195         13.00000       
-73.48261       -73.73452       0.25192         13.00000       
-73.34367       -73.60161       0.25794         13.00000       
-73.35212       -73.24779       0.10433         13.00000       
-73.21018       -73.10265       0.10753         13.00000       
-73.41277       -73.19032       0.22245         13.00000       
-73.38318       -73.49089       0.10771         13.00000       
-97.48535       -96.66968       0.81567         16.00000       
-97.28925       -96.45416       0.83508         16.00000       
-97.37500       -97.09931       0.27569         16.00000       
-97.42901       -97.00926       0.41975         16.00000       
-97.35568       -96.60908       0.74660         16.00000       
-73.32959       -73.74755       0.41796         13.00000       
-97.43810       -96.76798       0.67012         16.00000       
-97.43405       -97.07935       0.35470         16.00000       
-97.45222       -97.13118       0.32104         16.00000       
-97.17659       -96.94320       0.23339         16.00000       
-97.39824       -96.97148       0.42676         16.00000       
-97.65595       -97.06329       0.59266         16.00000       
-97.66773       -96.89111       0.77662         16.00000       
-73.53930       -73.95780       0.41850         13.00000       
-97.74473       -96.82652       0.91821         16.00000       
-97.52620       -97.07606       0.45014         16.00000       
-97.55956       -96.67985       0.87971         16.00000       
-97.48219       -96.93143       0.55076         16.00000       
-73.45463       -74.00461       0.54998         13.00000       
-73.38644       -73.10159       0.28485         13.00000       
-97.40685       -96.98308       0.42377         16.00000       
-97.43177       -96.95758       0.47419         16.00000       
-97.41332       -97.28771       0.12562         16.00000       
-97.35865       -97.28941       0.06925         16.00000       
-97.37587       -96.96040       0.41548         16.00000       
-73.46548       -73.18475       0.28073         13.00000       
-73.64854       -73.92152       0.27299         13.00000       
-97.57339       -96.83189       0.74150         16.00000       
-73.30390       -73.74013       0.43623         13.00000       
-73.47984       -74.17903       0.69919         13.00000       
-73.38115       -73.31171       0.06945         13.00000       
-73.48128       -73.55429       0.07302         13.00000       
-73.51229       -73.68867       0.17638         13.00000       
-73.35375       -73.80664       0.45289         13.00000       
-73.44476       -73.88040       0.43564         13.00000       
-97.38444       -96.98549       0.39895         16.00000       
-73.49357       -73.83212       0.33855         13.00000       
-73.56880       -73.73506       0.16626         13.00000       
-73.35869       -73.44564       0.08694         13.00000       
-73.48415       -73.77103       0.28688         13.00000       
-73.23876       -73.85856       0.61981         13.00000       
-73.40557       -73.26271       0.14286         13.00000       
-73.46650       -73.56529       0.09879         13.00000       
-73.58676       -73.52686       0.05990         13.00000       
-73.52948       -73.64377       0.11429         13.00000       
-73.53896       -73.34750       0.19146         13.00000       
-73.48111       -73.21030       0.27081         13.00000       
-73.49926       -73.67915       0.17989         13.00000       
-73.71522       -74.03063       0.31541         13.00000       
-73.77058       -73.95181       0.18123         13.00000       
-73.70654       -73.64196       0.06458         13.00000       
-73.74805       -73.53745       0.21060         13.00000       
-73.73311       -73.36424       0.36887         13.00000       
-73.45009       -73.21941       0.23068         13.00000       
-73.43943       -73.09249       0.34693         13.00000       
-73.41030       -73.21458       0.19571         13.00000       
-73.35154       -74.02142       0.66987         13.00000       
-73.47398       -74.16221       0.68823         13.00000       
-73.55767       -73.92784       0.37017         13.00000       
-73.73753       -73.61816       0.11937         13.00000       
-73.43141       -73.17498       0.25643         13.00000       
-73.38364       -72.98320       0.40044         13.00000       
-73.41990       -73.68869       0.26879         13.00000       
-73.32166       -73.76614       0.44449         13.00000       
-73.39074       -72.95932       0.43142         13.00000       
-73.46368       -73.07651       0.38717         13.00000       
-73.39247       -73.64884       0.25637         13.00000       
-73.35054       -73.65840       0.30786         13.00000       
-73.36077       -74.00815       0.64738         13.00000       
-73.42956       -74.07751       0.64795         13.00000       
-73.46894       -74.07042       0.60148         13.00000       
-73.56192       -73.96819       0.40627         13.00000       
-73.22948       -73.91025       0.68077         13.00000       
-73.47623       -73.90876       0.43253         13.00000       
-73.56741       -73.46262       0.10479         13.00000       
-73.39449       -73.53145       0.13695         13.00000       
-73.58010       -73.44265       0.13745         13.00000       
# MSE = 4.24350E+00
# Maxerror = 1.03560E+01
