500
   9.830308526508E-06   1.966074589941E-05  -7.084413677080E+00   4.292820081009E+01  -2.295128961682E+02
   3.932200719717E-05   3.932303800261E-05  -7.083147751323E+00   4.292143265478E+01  -2.294742513818E+02
   8.847741541455E-05   5.898842277178E-05  -7.081038207987E+00   4.291015433705E+01  -2.294098557275E+02
   1.573003992804E-04   7.865844718600E-05  -7.078085546368E+00   4.289436876792E+01  -2.293197276853E+02
   2.457963722417E-04   9.833465899987E-05  -7.074290465281E+00   4.287408002141E+01  -2.292038931173E+02
   3.539722959954E-04   1.180186070023E-04  -7.069653862869E+00   4.284929333327E+01  -2.290623852585E+02
   4.818366816528E-04   1.377118412759E-04  -7.064176836351E+00   4.282001509918E+01  -2.288952447046E+02
   6.293995911626E-04   1.574159134560E-04  -7.057860681714E+00   4.278625287262E+01  -2.287025193964E+02
   7.966726389934E-04   1.771323769912E-04  -7.050706893352E+00   4.274801536238E+01  -2.284842646028E+02
   9.836689940782E-04   1.968627874036E-04  -7.042717163648E+00   4.270531242964E+01  -2.282405428999E+02
   1.190403382016E-03   2.166087025496E-04  -7.033893382502E+00   4.265815508469E+01  -2.279714241479E+02
   1.416892087541E-03   2.363716828821E-04  -7.024237636799E+00   4.260655548325E+01  -2.276769854652E+02
   1.663152957245E-03   2.561532917128E-04  -7.013752209828E+00   4.255052692244E+01  -2.273573112000E+02
   1.929205402573E-03   2.759550954757E-04  -7.002439580639E+00   4.249008383631E+01  -2.270124928989E+02
   2.215070403074E-03   2.957786639908E-04  -6.990302423357E+00   4.242524179105E+01  -2.266426292730E+02
   2.520770509919E-03   3.156255707300E-04  -6.977343606422E+00   4.235601747979E+01  -2.262478261615E+02
   2.846329849692E-03   3.354973930828E-04  -6.963566191797E+00   4.228242871701E+01  -2.258281964919E+02
   3.191774128432E-03   3.553957126240E-04  -6.948973434100E+00   4.220449443262E+01  -2.253838602387E+02
   3.557130635959E-03   3.753221153821E-04  -6.933568779699E+00   4.212223466562E+01  -2.249149443787E+02
   3.942428250463E-03   3.952781921092E-04  -6.917355865741E+00   4.203567055737E+01  -2.244215828433E+02
   4.347697443358E-03   4.152655385525E-04  -6.900338519132E+00   4.194482434460E+01  -2.239039164697E+02
   4.772970284417E-03   4.352857557265E-04  -6.882520755467E+00   4.184971935186E+01  -2.233620929477E+02
   5.218280447175E-03   4.553404501876E-04  -6.863906777896E+00   4.175037998383E+01  -2.227962667651E+02
   5.683663214611E-03   4.754312343099E-04  -6.844500975950E+00   4.164683171704E+01  -2.222065991502E+02
   6.169155485101E-03   4.955597265624E-04  -6.824307924301E+00   4.153910109140E+01  -2.215932580115E+02
   6.674795778653E-03   5.157275517886E-04  -6.803332381480E+00   4.142721570130E+01  -2.209564178756E+02
   7.200624243425E-03   5.359363414876E-04  -6.781579288538E+00   4.131120418629E+01  -2.202962598217E+02
   7.746682662519E-03   5.561877340970E-04  -6.759053767650E+00   4.119109622157E+01  -2.196129714140E+02
   8.313014461060E-03   5.764833752781E-04  -6.735761120680E+00   4.106692250791E+01  -2.189067466320E+02
   8.899664713569E-03   5.968249182030E-04  -6.711706827681E+00   4.093871476143E+01  -2.181777857976E+02
   9.506680151615E-03   6.172140238444E-04  -6.686896545352E+00   4.080650570285E+01  -2.174262955006E+02
   1.013410917176E-02   6.376523612666E-04  -6.661336105441E+00   4.067032904656E+01  -2.166524885208E+02
   1.078200184380E-02   6.581416079202E-04  -6.635031513102E+00   4.053021948919E+01  -2.158565837490E+02
   1.145040991929E-02   6.786834499385E-04  -6.607988945191E+00   4.038621269799E+01  -2.150388061042E+02
   1.213938684040E-02   6.992795824361E-04  -6.580214748529E+00   4.023834529873E+01  -2.141993864499E+02
   1.284898774901E-02   7.199317098113E-04  -6.551715438101E+00   4.008665486340E+01  -2.133385615068E+02
   1.357926949620E-02   7.406415460502E-04  -6.522497695211E+00   3.993117989748E+01  -2.124565737644E+02
   1.433029065191E-02   7.614108150341E-04  -6.492568365595E+00   3.977195982696E+01  -2.115536713893E+02
   1.510211151509E-02   7.822412508494E-04  -6.461934457475E+00   3.960903498499E+01  -2.106301081320E+02
   1.589479412397E-02   8.031345981016E-04  -6.430603139574E+00   3.944244659821E+01  -2.096861432313E+02
   1.670840226680E-02   8.240926122311E-04  -6.398581739082E+00   3.927223677281E+01  -2.087220413164E+02
   1.754300149280E-02   8.451170598329E-04  -6.365877739571E+00   3.909844848027E+01  -2.077380723071E+02
   1.839865912351E-02   8.662097189796E-04  -6.332498778872E+00   3.892112554273E+01  -2.067345113117E+02
   1.927544426443E-02   8.873723795480E-04  -6.298452646899E+00   3.874031261816E+01  -2.057116385233E+02
   2.017342781695E-02   9.086068435487E-04  -6.263747283434E+00   3.855605518515E+01  -2.046697391130E+02
   2.109268249069E-02   9.299149254598E-04  -6.228390775863E+00   3.836839952746E+01  -2.036091031226E+02
   2.203328281612E-02   9.512984525641E-04  -6.192391356872E+00   3.817739271828E+01  -2.025300253543E+02
   2.299530515754E-02   9.727592652906E-04  -6.155757402097E+00   3.798308260415E+01  -2.014328052584E+02
   2.397882772639E-02   9.942992175591E-04  -6.118497427733E+00   3.778551778872E+01  -2.003177468203E+02
   2.498393059493E-02   1.015920177130E-03  -6.080620088101E+00   3.758474761607E+01  -1.991851584440E+02
   2.601069571024E-02   1.037624025957E-03  -6.042134173171E+00   3.738082215397E+01  -1.980353528352E+02
   2.705920690860E-02   1.059412660547E-03  -6.003048606051E+00   3.717379217667E+01  -1.968686468821E+02
   2.812954993023E-02   1.081287992318E-03  -5.963372440427E+00   3.696370914761E+01  -1.956853615343E+02
   2.922181243436E-02   1.103251947969E-03  -5.923114857971E+00   3.675062520174E+01  -1.944858216803E+02
   3.033608401473E-02   1.125306469854E-03  -5.882285165709E+00   3.653459312773E+01  -1.932703560233E+02
