# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa weight rho drho ddrho zeta r_seitz
500
  9.830308526508E-006  1.966074589941E-005  3.932562123084E+003 -6.327939098748E+004  1.035440115719E+006 -5.467821521303E-004  9.137243968540E-002
  3.932200719717E-005  3.932303800261E-005  3.930696356571E+003 -6.324886158899E+004  1.034932259137E+006 -5.467826137834E-004  9.138689451784E-002
  8.847741541455E-005  5.898842277178E-005  3.927588582950E+003 -6.319800986469E+004  1.034086350632E+006 -5.467833569431E-004  9.141099199290E-002
  1.573003992804E-004  7.865844718600E-005  3.923241555430E+003 -6.312688167945E+004  1.032903168121E+006 -5.467843421899E-004  9.144474124670E-002
  2.457963722417E-004  9.833465899987E-005  3.917659123242E+003 -6.303554115442E+004  1.031383799138E+006 -5.467855142749E-004  9.148815507903E-002
  3.539722959954E-004  1.180186070023E-004  3.910846226373E+003 -6.292407057755E+004  1.029529639279E+006 -5.467868020665E-004  9.154124996261E-002
  4.818366816528E-004  1.377118412759E-004  3.902808888827E+003 -6.279257028880E+004  1.027342390217E+006 -5.467881184710E-004  9.160404605500E-002
  6.293995911626E-004  1.574159134560E-004  3.893554210408E+003 -6.264115854028E+004  1.024824057282E+006 -5.467893603439E-004  9.167656721317E-002
  7.966726389934E-004  1.771323769912E-004  3.883090357041E+003 -6.246997133157E+004  1.021976946602E+006 -5.467904083785E-004  9.175884101078E-002
  9.836689940782E-004  1.968627874036E-004  3.871426549651E+003 -6.227916222048E+004  1.018803661836E+006 -5.467911269811E-004  9.185089875815E-002
  1.190403382016E-003  2.166087025496E-004  3.858573051619E+003 -6.206890210959E+004  1.015307100471E+006 -5.467913641277E-004  9.195277552499E-002
  1.416892087541E-003  2.363716828821E-004  3.844541154837E+003 -6.183937900904E+004  1.011490449720E+006 -5.467909512022E-004  9.206451016583E-002
  1.663152957245E-003  2.561532917128E-004  3.829343164384E+003 -6.159079777583E+004  1.007357182005E+006 -5.467897028193E-004  9.218614534828E-002
  1.929205402573E-003  2.759550954757E-004  3.812992381852E+003 -6.132337983030E+004  1.002911050057E+006 -5.467874166267E-004  9.231772758411E-002
  2.215070403074E-003  2.957786639908E-004  3.795503087349E+003 -6.103736285004E+004  9.981560816152E+005 -5.467838730950E-004  9.245930726313E-002
  2.520770509919E-003  3.156255707300E-004  3.776890520216E+003 -6.073300044211E+004  9.930965737548E+005 -5.467788352811E-004  9.261093869003E-002
  2.846329849692E-003  3.354973930828E-004  3.757170858484E+003 -6.041056179377E+004  9.877370868506E+005 -5.467720485803E-004  9.277268012406E-002
  3.191774128432E-003  3.553957126240E-004  3.736361197106E+003 -6.007033130268E+004  9.820824381780E+005 -5.467632404536E-004  9.294459382176E-002
  3.557130635959E-003  3.753221153821E-004  3.714479525018E+003 -5.971260818701E+004  9.761376951732E+005 -5.467521201451E-004  9.312674608268E-002
  3.942428250463E-003  3.952781921092E-004  3.691544701038E+003 -5.933770607624E+004  9.699081683595E+005 -5.467383783692E-004  9.331920729814E-002
  4.347697443358E-003  4.152655385525E-004  3.667576428685E+003 -5.894595258333E+004  9.633994039540E+005 -5.467216869859E-004  9.352205200321E-002
  4.772970284417E-003  4.352857557265E-004  3.642595229915E+003 -5.853768885911E+004  9.566171761681E+005 -5.467016986520E-004  9.373535893172E-002
  5.218280447175E-003  4.553404501876E-004  3.616622417868E+003 -5.811326912952E+004  9.495674792147E+005 -5.466780464547E-004  9.395921107467E-002
  5.683663214611E-003  4.754312343099E-004  3.589680068628E+003 -5.767306021661E+004  9.422565190377E+005 -5.466503435239E-004  9.419369574189E-002
  6.169155485101E-003  4.955597265624E-004  3.561790992077E+003 -5.721744104423E+004  9.346907047778E+005 -5.466181826205E-004  9.443890462703E-002
  6.674795778653E-003  5.157275517886E-004  3.532978701877E+003 -5.674680212898E+004  9.268766399900E+005 -5.465811357089E-004  9.469493387607E-002
  7.200624243425E-003  5.359363414876E-004  3.503267384633E+003 -5.626154505771E+004  9.188211136286E+005 -5.465387535009E-004  9.496188415937E-002
  7.746682662519E-003  5.561877340970E-004  3.472681868293E+003 -5.576208195210E+004  9.105310908152E+005 -5.464905649821E-004  9.523986074725E-002
  8.313014461060E-003  5.764833752781E-004  3.441247589837E+003 -5.524883492153E+004  9.020137034068E+005 -5.464360769150E-004  9.552897358937E-002
  8.899664713569E-003  5.968249182030E-004  3.408990562309E+003 -5.472223550497E+004  8.932762403800E+005 -5.463747733160E-004  9.582933739779E-002
  9.506680151615E-003  6.172140238444E-004  3.375937341246E+003 -5.418272410308E+004  8.843261380489E+005 -5.463061149111E-004  9.614107173403E-002
  1.013410917176E-002  6.376523612666E-004  3.342114990567E+003 -5.363074940120E+004  8.751709701327E+005 -5.462295385672E-004  9.646430109999E-002
  1.078200184380E-002  6.581416079202E-004  3.307551047967E+003 -5.306676778460E+004  8.658184376913E+005 -5.461444566957E-004  9.679915503305E-002
  1.145040991929E-002  6.786834499385E-004  3.272273489889E+003 -5.249124274654E+004  8.562763589466E+005 -5.460502566357E-004  9.714576820531E-002
  1.213938684040E-002  6.992795824361E-004  3.236310696119E+003 -5.190464429058E+004  8.465526590060E+005 -5.459463000072E-004  9.750428052713E-002
  1.284898774901E-002  7.199317098113E-004  3.199691414069E+003 -5.130744832781E+004  8.366553595068E+005 -5.458319220394E-004  9.787483725513E-002
  1.357926949620E-002  7.406415460502E-004  3.162444722804E+003 -5.070013607019E+004  8.265925681987E+005 -5.457064308726E-004  9.825758910470E-002
